Date,Temperature
2030-07-28,27.860753184715414
2030-08-04,29.371082285622492
2030-08-11,27.253403423402624
2030-08-18,27.931285267692136
2030-08-25,28.06113103897947
2030-09-01,28.65013970311951
2030-09-08,28.626475446566015
2030-09-15,28.661162354310072
2030-09-22,28.181886324124353
2030-09-29,28.407337100193757
2030-10-06,28.289926623784165
2030-10-13,28.798569380818297
2030-10-20,28.545222431426147
2030-10-27,28.87477188573228
2030-11-03,28.360324866127296
2030-11-10,28.747786603354097
2030-11-17,28.174900496539173
2030-11-24,28.479089515929182
2030-12-01,28.577646745608156
2030-12-08,28.15457035123941
2030-12-15,28.362699757511535
2030-12-22,28.366910042343864
2030-12-29,28.381994070831666
2031-01-05,28.92751217604815
2031-01-12,28.28098960126428
2031-01-19,28.42705659410908
2031-01-26,28.228647737768807
2031-02-02,29.082380401587578
2031-02-09,28.731168462657457
2031-02-16,27.883085414357716
2031-02-23,28.362718336787907
2031-03-02,28.525077348302553
2031-03-09,28.91120350980316
2031-03-16,28.903597064085414
2031-03-23,28.287973714778094
2031-03-30,29.09716523905642
2031-04-06,27.476766567781368
2031-04-13,28.492432336162352
2031-04-20,28.157581573434637
2031-04-27,27.77261676304322
2031-05-04,28.29608151191376
2031-05-11,29.22019191783331
2031-05-18,29.269209854651685
2031-05-25,28.378591687814918
2031-06-01,28.292841773088593
2031-06-08,28.7684812695147
2031-06-15,27.752747206712048
2031-06-22,28.328343021829514
2031-06-29,28.364023670877323
2031-07-06,28.60661443858345
2031-07-13,28.328752585729905
2031-07-20,28.19604829666207
2031-07-27,28.54704203779721
2031-08-03,28.257474378135736
2031-08-10,29.186395595269005
2031-08-17,28.273543237280542
2031-08-24,28.38441871753051
2031-08-31,28.7335795427927
2031-09-07,28.271592128855218
2031-09-14,27.992060030411615
2031-09-21,29.10050957948797
2031-09-28,28.849659742117986
2031-10-05,28.520442143097757
2031-10-12,28.424873652350925
2031-10-19,28.78183158678433
2031-10-26,28.939561408678507
2031-11-02,28.48642516208701
2031-11-09,28.29916172777688
2031-11-16,29.041584081783952
2031-11-23,28.745184194152127
2031-11-30,28.246537918513287
2031-12-07,28.38712062571151
2031-12-14,28.40527263597335
2031-12-21,28.54409674454601
2031-12-28,28.57614760792061
2032-01-04,28.91312384324841
2032-01-11,28.551613438580823
2032-01-18,28.80472086556391
2032-01-25,28.72580008961168
2032-02-01,28.282337453905573
2032-02-08,28.21875489515396
2032-02-15,28.89446550532884
2032-02-22,28.374948922246595
2032-02-29,28.018515937914668
2032-03-07,28.240023151678695
2032-03-14,28.8328888701926
2032-03-21,29.60996155294391
2032-03-28,28.99874860574104
2032-04-04,28.563286104665192
2032-04-11,29.24058693173461
2032-04-18,28.593673652822847
2032-04-25,27.609644294642113
2032-05-02,28.96312455093025
2032-05-09,27.990197610364607
2032-05-16,28.930000167077946
2032-05-23,29.119887710947683
2032-05-30,28.74139326742547
2032-06-06,28.505310142015187
2032-06-13,29.241064309289975
2032-06-20,28.999111577589073
2032-06-27,28.338771219116
2032-07-04,28.653924644397613
2032-07-11,29.369729208683243
2032-07-18,28.565668830676202
2032-07-25,29.348246929812976
2032-08-01,28.359640155622653
2032-08-08,29.13621678307077
2032-08-15,28.267263505678663
2032-08-22,28.275576298906174
2032-08-29,28.788159301392657
2032-09-05,29.264803992050183
2032-09-12,29.43726600471707
2032-09-19,29.106238014900622
2032-09-26,27.73898187633109
2032-10-03,29.59517882209724
2032-10-10,28.875142923410156
2032-10-17,28.66578877617074
2032-10-24,29.06807769334981
2032-10-31,28.90726374231163
2032-11-07,28.311497948877808
2032-11-14,28.7794211434691
2032-11-21,29.243560490963578
2032-11-28,28.241135718225856
2032-12-05,28.697332628261787
2032-12-12,29.139609987586716
2032-12-19,28.779233574526113
2032-12-26,29.08810236643207
2033-01-02,28.8000955977252
2033-01-09,28.81542439032933
2033-01-16,29.336336261552038
2033-01-23,29.287398600990457
2033-01-30,28.770539136007635
2033-02-06,29.113592741357103
2033-02-13,29.075839002668058
2033-02-20,28.745776718520354
2033-02-27,28.731767181514943
2033-03-06,28.38232643171938
2033-03-13,29.221193401827637
2033-03-20,29.094554008783156
2033-03-27,28.69674386300244
2033-04-03,29.144079297448318
2033-04-10,28.98366559384495
2033-04-17,28.6074832165861
2033-04-24,29.141203808871353
2033-05-01,28.75678974217825
2033-05-08,28.56800308559018
2033-05-15,29.2082831231233
2033-05-22,29.024094274342758
2033-05-29,28.851684353326597
2033-06-05,28.712558026129052
2033-06-12,28.594476598552742
2033-06-19,29.056185612921432
2033-06-26,28.58730576799781
2033-07-03,28.908489163545507
2033-07-10,29.82409455233539
2033-07-17,29.35984983045576
2033-07-24,29.011477343222456
2033-07-31,29.14828894738651
2033-08-07,29.22339973192619
2033-08-14,28.771303013524598
2033-08-21,28.95686719537822
2033-08-28,29.511920439178706
2033-09-04,29.702610883335954
2033-09-11,28.82451495411883
2033-09-18,28.86527950405695
2033-09-25,29.387121944083166
2033-10-02,28.487498861754403
2033-10-09,29.12864713652886
2033-10-16,28.86539388662431
2033-10-23,29.39582110551697
2033-10-30,28.750732141881965
2033-11-06,29.100227832702185
2033-11-13,28.989257128615385
2033-11-20,29.391728619630687
2033-11-27,29.409335017891106
2033-12-04,28.010781141760106
2033-12-11,29.877466143306954
2033-12-18,29.38798382459417
2033-12-25,28.872878479268838
2034-01-01,28.966520610442167
2034-01-08,29.924654368401068
2034-01-15,28.8802255121145
2034-01-22,28.995921290190996
2034-01-29,28.82829600288329
2034-02-05,29.229862304974088
2034-02-12,28.668109137454998
2034-02-19,28.995000101813385
2034-02-26,28.60078390073372
2034-03-05,29.203562644677167
2034-03-12,28.941192851053195
2034-03-19,28.35751878454386
2034-03-26,28.4759416969022
2034-04-02,29.642315783786426
2034-04-09,29.47028611853312
2034-04-16,29.27255758497071
2034-04-23,28.722487503299707
2034-04-30,28.72559090131657
2034-05-07,29.416765626716284
2034-05-14,28.67315412486652
2034-05-21,28.32911864337681
2034-05-28,29.679002756875317
2034-06-04,29.304601542581718
2034-06-11,28.832424133742165
2034-06-18,30.00386891977257
2034-06-25,29.528807324541045
2034-07-02,28.64939131949665
2034-07-09,28.914599875090193
2034-07-16,28.81274358253075
2034-07-23,29.79464911055458
2034-07-30,28.804744167437484
2034-08-06,29.583264999585822
2034-08-13,29.180031835027343
2034-08-20,29.6231254826259
2034-08-27,29.535755690602496
2034-09-03,28.713959863754535
2034-09-10,28.827184656873666
2034-09-17,29.949034400087136
2034-09-24,29.210660761485364
2034-10-01,29.620986190626137
2034-10-08,29.394974345034402
2034-10-15,28.233787867007997
2034-10-22,28.90139059687693
2034-10-29,28.78181941541171
2034-11-05,29.948287806388624
2034-11-12,29.233732298955765
2034-11-19,29.09092549334309
2034-11-26,29.332770329383532
2034-12-03,29.768494070172597
2034-12-10,29.29982609356687
2034-12-17,28.5069992872704
2034-12-24,29.163591366311007
2034-12-31,28.985583598215406
2035-01-07,29.46252602437985
2035-01-14,29.230885968506932
2035-01-21,28.927627507216922
2035-01-28,29.78635963926133
2035-02-04,29.58794400824767
2035-02-11,28.653813624392008
2035-02-18,29.276765183459535
2035-02-25,30.009235807318763
2035-03-04,29.1611559272663
2035-03-11,28.99405874569788
2035-03-18,29.40753524195482
2035-03-25,29.611107004347087
2035-04-01,29.726146889940196
2035-04-08,29.187918154947777
2035-04-15,29.580071115969595
2035-04-22,28.247825265477694
2035-04-29,29.254258346916227
2035-05-06,28.966741063084392
2035-05-13,28.694270392976886
2035-05-20,29.15718157994106
2035-05-27,29.113383997943995
2035-06-03,28.791668699145898
2035-06-10,29.368019541084713
2035-06-17,28.929129591754247
2035-06-24,28.91950688317925
2035-07-01,28.656295370554563
2035-07-08,28.99496040271373
2035-07-15,29.70113844283673
2035-07-22,29.91156996024583
2035-07-29,29.605758624447134
2035-08-05,29.418267306677247
2035-08-12,29.351478816043148
2035-08-19,29.32048663018523
2035-08-26,29.609766020525587
2035-09-02,29.624449112750884
2035-09-09,29.170850798087127
2035-09-16,29.18645084251613
2035-09-23,28.459955345404076
2035-09-30,28.883956337859978
2035-10-07,29.332936910122953
2035-10-14,28.640119029250815
2035-10-21,29.83590080294324
2035-10-28,29.567543061383137
2035-11-04,29.582896916433416
2035-11-11,29.486846282556684
2035-11-18,29.88728011879758
2035-11-25,29.07463486734746
2035-12-02,30.225774858824384
2035-12-09,29.608517995485307
2035-12-16,29.40563017638893
2035-12-23,30.50535505961596
2035-12-30,28.732558711744904
2036-01-06,30.73345839250091
